"Data Source","World Development Indicators",

"Last Updated Date","2025-12-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Dominica","DMA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4667.43499739096","4913.67158079384","5125.49316115508","5352.05557479887","5464.75419824321","5749.09715748776","6041.21085860812","6289.76223494243","6617.21916759866","6759.45897490393","7111.4131102869","7290.62832445515","7167.04271942728","7714.29509857094","8232.18460901","8557.41594949633","9199.88176357941","9949.48016534769","10862.2582746594","10803.5563676924","10924.0953245506","11122.8994140294","10920.9085079245","11286.2696974861","12083.292631482","12092.7315992676","12945.0029571643","12696.1956612622","15069.8972415303","16020.5944720217","14243.7623123898","15808.9743503945","18802.0819913205","20285.9821663707","21300.6848698089",
"Denmark","DNK","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18227.4171054376","19054.9421734554","19817.8687077928","20203.6759387907","21654.9025689416","22661.5576840608","23713.9451875255","24881.2435954705","25797.1256223682","26642.2215588617","28641.6990434156","29462.1232905618","30666.5967674022","30868.0456132223","33019.9772946564","34238.3218147437","37400.3075213334","39111.5190257616","41467.3861879777","40503.2046306821","43042.394637021","44443.7163844726","44755.1624273018","46869.1932887749","47879.5955558233","48910.3324371901","51820.9521305491","55271.5976002659","57233.6231685618","60594.966400191","62682.2899474389","69715.1809680929","77400.3348008883","73737.4475447105","79514.2854383058",
"Dominican Republic","DOM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3640.93767379126","3722.21310755913","4150.90971753952","4473.96566324843","4598.92609439597","4870.86165430794","5160.98784878438","5618.46307680241","5963.18499180845","6304.73320437856","6639.01131864822","6847.57366127122","7157.66825484558","7097.55707820616","7374.8123177806","8215.03244576661","9130.06906145599","9951.13191591458","10345.8080982759","10381.6248126801","11245.6811892201","11694.6641852303","11776.6228103557","12413.910018356","13464.7925609074","14804.0974069659","16282.1899127514","16846.2072320323","17994.8382742736","19766.7628586981","18998.3069667315","22053.4589869955","24625.8088564037","25839.9356687607","27541.6625283384",
"Algeria","DZA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7602.18725687265","7582.07194450945","7704.51644344568","7537.93868234349","7462.64758765405","7746.71683892991","8052.76856708202","8128.79891387939","8502.88835946396","8776.44209483463","9186.81590342899","9543.52035384959","10080.182500398","10802.7506703127","11431.6856715426","12246.2692243613","12791.3412605973","13320.964120903","13666.2181960534","13651.4472995041","14201.3659906969","14639.8779436268","14441.3293398806","14370.820661674","14694.143827383","13807.3515841478","13437.8460232169","13493.560749484","13727.1266357859","13892.5333446205","12676.5130564294","14496.8654697299","15836.0944370321","16824.4879034627","17620.7423956126",
"East Asia & Pacific (excluding high income)","EAP","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1466.34555597519","1608.33714660446","1788.23072287479","1993.4950680811","2214.43738526674","2445.67262279186","2675.52247242244","2869.30357271423","2892.98117143179","3072.75267145233","3341.28930839535","3603.38128431319","3906.75964573511","4288.36078730532","4748.71108380498","5317.93730740375","6002.40586285245","6831.17976240819","7476.6428497005","8020.87347456259","8827.22377054938","9671.39450196023","10521.4381327557","11177.0453327888","11753.5018629475","12146.381246446","12741.9933829132","13488.3932519376","14588.4749522605","15683.0628928641","16013.6575331545","17966.232211586","19926.1047343008","21666.586245648","23248.0251794368",
"Early-demographic dividend","EAR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2960.91409452288","3124.69975633995","3258.53706011757","3342.19122223713","3446.16537280825","3571.42095349151","3763.89978286775","3924.92314759875","3886.97372124036","3972.91054407675","4171.73918587987","4275.36633741025","4357.06144283866","4591.14209071523","4945.68862193155","5322.16107686346","5764.23374670925","6186.36857490876","6469.07299666947","6555.65410136137","6961.23081140107","7376.21000035276","7746.79231589443","7978.41644098918","8211.15483703771","8320.23594575579","8635.17494924391","9114.43760787062","9604.81221760973","9940.08715518173","9683.17629056452","10813.1164187462","12293.3452570939","13244.3287229716","13961.0929705369",
"East Asia & Pacific","EAS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3266.14612034888","3517.87939167885","3744.78912355249","3988.3642220752","4275.4672382355","4594.04031153982","4916.74372171889","5172.24634049633","5167.78921396638","5406.92712930569","5816.96447994529","6123.08704126449","6501.47158957381","6932.06051363211","7523.62997027811","8190.88400123792","8991.90063727038","9933.21905078402","10562.7951955648","10947.0355732323","11884.1994006759","12774.0450451533","13656.8245476432","14414.5182813139","14992.9661007919","15476.8700502557","16050.8829878284","16840.9398808658","17964.5548011966","19051.2740202447","19381.2183978038","21508.4957629882","23692.5595955932","25539.5282689935","27212.1652034798",
"Europe & Central Asia (excluding high income)","ECA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6325.84379099616","6156.87536353816","5919.67160520418","5832.60718855688","5246.06829941474","5313.19458778264","5517.99585997446","5897.75112280148","5199.17132815357","5215.06836409358","5720.4378595857","5932.35228824824","6241.75471416813","6683.76844388077","7550.24205033628","8325.92202901129","9503.60047473879","10593.4117386946","11424.7206282588","11073.3165303639","12077.5800073602","13283.2316587445","14029.3088205288","15269.9523488041","15792.8795464315","16081.0135485534","16677.5672374135","17661.7745854349","18319.395699081","19465.5142613383","19787.1076708359","22121.8234274739","25231.3924369172","27629.3137768476","29111.7536042373",
"Europe & Central Asia","ECS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11895.5960395785","12143.8304802069","12148.5891469869","12226.7115123173","12426.9278647839","12894.1298148819","13335.0614699545","13917.4601606005","14202.6078694181","14763.4151782095","15902.7320474474","16709.5870331885","17503.5937972414","18182.0051102426","19308.2156498865","20353.0057565258","22546.4614361197","24181.7036032608","25832.2508656747","25121.9093697812","26201.6542903295","27787.7854020765","28538.2726723648","29847.1167023251","30608.1609909048","31052.9900548497","32464.1876546606","34211.1153407249","35920.989508681","38545.9543396042","38031.3734966633","42315.3851508931","47156.3754640413","48948.3180843953","51720.6321358474",
"Ecuador","ECU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4631.5532583624","4886.94780839809","4997.6436327672","5112.21877057357","5339.39726194634","5469.14843537312","5559.97815295478","5792.64969138777","5940.44197535364","5637.91693263629","5728.25249857133","5998.87508648611","6281.52215151108","6475.06597343736","6980.09126356362","7457.46553606564","7884.51693594496","8112.44824473661","8662.60736282075","8662.10672690979","8968.94040838943","9768.69201080404","10244.5177816184","11295.6127804419","11835.6091276538","10877.7507461388","10881.4890706732","11793.4797426944","12186.8846084388","12543.0148243925","11526.8013009278","13507.4445638375","15198.0725554473","15918.5162948773","15840.2668567412",
"Egypt, Arab Rep.","EGY","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3566.03456540498","3626.74120665346","3783.80257081776","3894.94097747918","4048.02220952854","4234.71346852449","4434.46491059753","4661.07981865506","4868.72046585482","5121.00256928862","5451.51566992118","5650.05196237607","5752.69708070468","5928.07945344715","6207.12492160943","6554.12885095179","7079.02808456919","7640.57228597204","8190.70913161","8465.02052412662","8837.76450033703","8988.10781880653","10342.4317112754","10511.3931678495","10256.4367553616","10903.3368231185","10665.6676499685","11124.7351098149","12329.2446781436","13363.732696323","15231.865417764","15579.0160861551","17526.8017030166","18524.8392997937","19094.1449444111",
"Euro area","EMU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17007.7915824103","17895.465289473","18405.189038117","18616.1986765767","19424.0112243862","20261.6739019865","20895.7264289058","21737.7491228679","22770.1706743839","23666.9283798675","25148.093108169","26346.0160117066","27384.5335765313","27856.5846121927","28955.9672719137","29985.3423832523","32467.2971779724","34362.9783895866","35655.7757730229","34777.3348611266","35748.5768618283","37441.3469992182","37786.1720519056","39064.598866699","40118.2807490149","41247.2235999202","43732.0793840098","45832.5314221687","47721.529423091","51240.6871660995","49691.2947272157","54187.8842025351","60007.0144781914","61570.3881353903","64858.3741570398",
"Eritrea","ERI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1020.56883876091","1148.7620087525","1379.24547090989","1368.77876285653","1449.05483276575","1573.12545471899","1598.00219470142","1597.12992240195","1557.87580231581","1683.68441866109","1701.69523684878","1620.85093040039","1620.76402912482","1674.07005453978","1682.23894199347","1727.09344172581","1546.92747535768","1576.74284599077","1599.19106106457","1742.32363018235","","","","","","","","","","","","","",
"Spain","ESP","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13666.5379883416","14451.5917800344","14845.3959204571","14962.7231239705","15572.1275852191","16265.116191102","16964.935227861","17899.1939251675","19081.5765441881","19938.1786773173","21577.59731368","22954.8204911252","24377.8417076394","25060.5153765741","26163.3046245452","27629.7077024966","30755.2987888646","32537.3435402735","33349.942580613","32201.4773527814","31808.2179879539","32015.5752000401","31869.7839822219","32613.6891811474","33760.9555646369","35238.0691376424","37612.7188681342","39825.2498116292","41015.1565755187","44042.757577336","39327.8479269599","44251.6658222621","50468.0966924829","53224.8381970176","56877.6411034322",
"Estonia","EST","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7475.93117200556","7146.26055574846","5867.94387227387","5809.85535887514","5962.61470597632","6475.40136185006","6889.29880886621","7977.91655116702","8450.51937523685","8412.06677647343","9422.49706491914","10309.9978807426","11666.6649638489","13136.7185083193","14539.9710841117","16638.0779749397","19348.3868589782","22201.3543849265","22803.5194742273","20478.2524752833","21616.7122418461","24652.3610297918","26242.5282659014","27831.1526234213","29403.6584494815","29720.5911161676","31947.7769107437","34506.6486942506","37120.9879761677","40586.3784378888","40672.1340402132","44251.5374983455","47802.0073086125","46790.2700170266","49321.0450049538",
"Ethiopia","ETH","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","417.026578466478","383.387227569206","343.361548685785","383.960680176846","390.823946454472","409.294333195293","453.368395575231","460.636391518101","435.801505661095","450.486020074243","473.903313482073","509.119301829784","509.126314077643","492.840755429983","557.825634817804","624.510692425695","692.866907656774","770.261155212815","844.988380018695","899.140901796651","995.653978578747","1098.11515728787","1178.97474553026","1252.86896408004","1484.63145566608","1632.61818006837","1857.54946515224","2004.74755633129","2095.3175782979","2242.44488310464","2406.78938478669","2588.41310215884","2844.92274535753","3060.9050300376","3287.53492158893",
"European Union","EUU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14969.9383330362","15561.8205999722","15976.1978137658","16203.0507579894","16950.9275992991","17755.3251565696","18350.6558080446","19070.6045323238","19968.4328809292","20768.2341895643","22106.7255744625","23211.9056678689","24228.0506774804","24757.5797444747","25920.1591168091","26893.7425103341","29226.8637316971","31140.1062506138","32596.6207191634","31949.6441810448","33014.1065278219","34682.130984921","35128.2643827624","36309.5429414758","37383.9062711504","38578.790975456","40920.6084546365","43050.2963785092","45021.8077933536","48583.5370029872","47566.4941779405","51969.9647511005","57583.7332666971","59071.9798210154","62455.2182196662",
"Fragile and conflict affected situations","FCS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2695.78526143744","2748.09159728186","2754.57381120694","2679.41208882237","2530.84836895381","2507.66498948002","2542.15469565324","2658.53546637219","2737.91760437385","2756.34034450439","2915.96097853403","3042.53203991021","3085.18668723256","3036.75850925042","3453.44110417626","3700.40959861754","3975.69094006882","4252.37077949191","4448.71903835027","4416.58396088646","4603.95252768069","4652.68269289038","4869.80733789079","5093.91239922588","5141.21432433117","4942.52579018812","4985.12680271545","5261.51763264735","5415.62986634778","5650.70882540215","5457.88046784717","5760.78191095204","5994.67753109439","6234.09052638352","6394.56591330945",
"Finland","FIN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18134.7668028006","17550.2346990651","17259.5607042457","17446.1777481206","18445.3846672252","19554.8790776007","20059.9888072214","21782.0213068936","23568.3644795552","24761.8165565638","26777.1143421587","27801.0248281402","28596.2606345457","29046.4092304977","31199.2914503448","32047.7069315564","34447.7143026443","37844.2931586421","40081.2212482066","37968.661743232","38950.5525874191","40845.9566729849","40739.1131809421","41325.8052072321","41547.0984485393","42269.2212218196","44562.4011072067","47234.8528600939","49248.6775395866","52276.1115723992","53296.5792798852","56790.3766177692","61347.1578483192","61612.9423925582","64288.5540142016",
"Fiji","FJI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3881.56481605171","3872.73493959725","4172.16052379291","4334.30729514705","4626.85336677159","4817.86433873296","5109.30105932002","5030.8038555921","5090.05826981754","5551.73633255113","5520.70756345658","5699.04322766172","5913.96875085188","6033.12030343946","6463.42456974016","6651.78559177015","6921.29762810227","6989.72309220269","7153.61914510322","7067.93482064011","7339.47685170287","7671.88103769569","8204.46565475009","8842.15173943746","10516.2597115551","11519.3012187324","11765.5379892236","12585.2777215161","12984.2072700863","12978.0990352704","10716.2914367663","10322.4279638854","12982.2914519919","14644.1773754361","15450.2993265388",
"France","FRA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17471.6864112423","18178.0122019661","18790.1971604022","19070.9945882872","19873.5108543096","20687.726108258","21260.5582126092","22184.9704154656","23261.1895083173","24203.8755920062","26001.8796983416","27349.7445859002","28350.0985605428","28027.6762119343","28925.1268683664","30431.2367240202","32430.4443144707","34067.4661475639","35053.2627069116","34666.9598878294","35911.5438581409","37510.3759898714","37671.0239268565","39583.3520435045","40218.1258637776","40916.10535718","42880.2351355431","44469.1458856805","46381.0590629457","51130.4723140578","49481.8044309655","52517.3354905855","56082.5908377817","58245.4991122357","61290.4238254531",
"Faroe Islands","FRO","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41160.1085092854","39330.596445475","39766.5911029215","42133.2151486983","46196.842824186","49780.8416032719","53198.4138538914","53684.3671653463","54318.3039321893","56416.2319500574","58933.1314753804","62223.4430514345","61650.8512256806","68426.7943218898","75265.6585388594","79694.929791758","81908.7781785018",
"Micronesia, Fed. Sts.","FSM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1675.41465339438","1826.9305977981","1905.40503028699","2064.8330995228","2059.01316809045","2226.06928989402","2181.63311380877","2074.64975549384","2151.5538122462","2200.6438260117","2346.91905346727","2436.46317318124","2483.45825184843","2580.87251667428","2573.97301569908","2728.61800192302","2824.4825395176","2873.02977076321","2877.45097129853","2953.54461702783","3063.03751923564","3239.75928315705","3238.40486117851","3165.65685742796","3129.54694054301","3288.92160669275","3340.44639346428","3461.36460828084","3526.87287847214","3718.79208432919","3683.98981483674","3946.41608109166","4086.9798010394","4233.74492558769","4346.84249671875",
"Gabon","GAB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11952.0243620827","12760.1824013242","12311.9638127229","12756.9147783179","13163.5304266032","13750.1072324947","14146.6570728963","14837.42713226","15137.804148017","13628.8627465984","13326.1169521318","13555.6285395224","13369.1233374468","13564.1804141405","13637.6667971195","14028.356207939","13637.2590188998","14391.2465868132","13733.7012862122","13383.5662273185","14014.6905491122","14784.3483551883","14619.7181445113","14497.9921216902","14853.6712460355","14306.4340768252","13997.7352841911","14796.6286374171","15432.0430535353","15949.6373739622","14477.1308291744","18523.5798032193","19992.5570643468","20755.665381766","21510.1725307344",
"United Kingdom","GBR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17054.444821826","17382.8499586945","17802.1080142144","18633.0827722684","19712.6774084733","20581.042006181","21938.4450220767","23065.1905194119","23687.6917522907","24493.5013657365","26529.8521734351","27915.5304404741","29089.0536770407","30317.5243136229","32055.4717642346","32726.1331883772","34734.8160246415","35523.3115876502","36744.7913584035","35023.3323106015","36487.6718531875","37224.3787645256","38336.5961844419","39947.5369562562","41266.8197795309","42526.7003586335","44085.2025586772","46113.0211677324","47212.2045190522","50064.9605582187","48230.0477027461","51004.4271714238","58544.4695425536","57915.4940036535","60620.3807747583",
"Georgia","GEO","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5835.58091333477","4726.62231011804","2643.1783620022","1898.37119622324","1764.24469895173","1918.76988598651","2253.09523341327","2615.64621072521","2795.39447706365","2976.85797333062","3161.19582490118","3440.72817931982","3718.68693255545","4239.93841372799","4634.77757594477","5271.95095261655","5980.44390488226","6951.08584266081","7278.66312193993","7119.14279081978","7711.80683889487","8563.83554915647","10059.9820603954","10797.3423273476","11770.6989360253","12269.6528932768","13065.294157468","13718.9378669764","15021.9057577433","16770.1333771469","16791.2598654465","18915.6534005263","22461.3326414547","25071.9677264107","28285.0732802982",
"Ghana","GHA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1580.65048833616","1677.60575346033","1738.64019039428","1820.65329619434","1875.26172705512","1946.82217283298","2025.83267073248","2096.76500280929","2166.64663101054","2238.66523268803","2315.17803047482","2397.30067037823","2475.09635357919","2584.47723729151","2729.34450244911","2903.83429043881","3103.22625820374","3241.22081107324","3515.58923520243","3617.23944435035","3855.46891716757","4381.12535523694","4933.65254349093","5214.56935848794","5517.13178763566","5191.37053389659","5011.07931572904","5170.96094857439","5536.49795400218","6002.55044678386","6047.30111673554","6607.50297378321","7208.15798982723","7556.41605453234","8019.99702389611",
"Gibraltar","GIB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","870.744222648833","887.470959996525","907.939406421145","947.058235567764","975.98002294389","1013.63232372878","1048.15823915274","1098.66868512012","1130.0430385777","1163.36009312694","1195.80611453345","1250.97059720231","1315.36669371684","1327.96776541054","1366.03160239235","1422.35088198922","1452.96083164187","1557.58584868863","1613.69884518936","1566.70089247765","1621.69161141242","1705.27110438049","1789.97473033561","1842.00227737409","1873.21413058957","1929.68091332187","2255.32617992615","2687.09504827171","2844.46427670549","3105.82789015443","3331.85663003801","3738.8051255133","4062.36136437922","4333.74617312626","4565.3007888456",
"Gambia, The","GMB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1409.3272189486","1440.43973903083","1462.38688927487","1486.62332140689","1472.5548566366","1472.19762507905","1488.80055397191","1544.21196765822","1571.50459237719","1649.27952578781","1731.3384764555","1822.9796510577","1743.69432511929","1849.78337005418","1978.63262689984","1938.02362742194","1930.81888537674","1985.040252425","2088.27166129033","2177.05344695607","2266.82898238442","2064.253852883","2064.81438121612","2006.74081646788","1933.70329718446","1990.31625750973","2012.67648180251","2038.95429850128","2277.44236224191","2421.72318070615","2530.80414937307","2777.79620978324","3067.31040374628","3289.13283057107","3475.61245701341",
"Guinea-Bissau","GNB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","824.102250619802","876.544183930708","880.0865645361","889.989243397549","909.486584465275","945.246706228473","1052.05187958949","1118.23355977066","860.790008706065","1000.60568713344","1013.97349183331","1063.57228308529","1095.22305833488","1088.74265675319","1105.34322841441","1186.62631354737","1225.91824576792","1259.6056068922","1308.53556699717","1314.97078661955","1369.68917066121","1471.76279879072","1401.84994044148","1415.82511935379","1455.90813665193","1729.94260310123","1824.3730977071","2081.81287227685","2057.96969129146","2247.31303739185","2339.79326967821","2522.76764302521","2788.83773937954","2989.67235980477","3119.37157047437",
"Equatorial Guinea","GNQ","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","577.395478707944","569.282520987418","756.064109641287","828.163863908102","950.757255783655","1098.25498920183","1793.19296806024","4386.82626162969","5280.39000143916","6469.8387411234","7420.39310111594","11626.7231171673","13254.823622224","14496.1744119688","19354.2120821557","22137.0497795007","23511.39865709","26610.7691219619","30522.7787142774","29722.0005631066","26167.8268525276","27241.6000370603","30011.9274409625","27909.5175876754","27177.271665026","19478.7010123338","16649.4757672359","18434.7708571004","18413.1294204577","16451.3641478324","13677.110587517","16821.4486470413","18139.989326627","17411.500234384","17566.7600284073",
"Greece","GRC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13117.5555633692","13814.7409285791","14120.1828556758","14140.1848414892","14657.4108756115","15207.760110171","15772.527083031","16626.5809269497","17432.4259757982","17758.0055742801","18815.8357857409","20306.0878366634","21985.2345411071","23255.5641978585","24828.8979383295","25003.8297466933","28082.1248815718","28896.921070906","30440.9709059081","29947.7868089708","27841.8591363591","25692.5740851321","24582.9741957507","25730.8809006664","26450.181326726","26614.8483754225","27504.5497984948","28681.6815585005","29792.0592519585","31927.3792151369","29533.087740299","33531.15511226","38969.0221675373","41175.0150079318","44005.1289320493",
"Grenada","GRD","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4552.95522181704","4732.56296770425","4760.99863893561","4741.9758272631","4889.1471711245","5062.0755370584","5346.72504062929","5673.25524146038","6368.01229390603","6857.18705295078","7305.72456197879","7282.70841986036","7620.673877466","8469.08752658602","8605.82398540487","10016.3479735194","9876.6166955998","10727.6792054748","11000.7523577301","10303.3432602774","10344.3839189192","10591.7475649916","10575.1056268616","11199.4040197944","12228.6481055395","13214.4096644941","13977.5055879135","15041.4525712067","15974.8591933124","16446.1138871871","14361.1267154452","15290.250903138","17543.9815596266","18970.740164653","20177.8094927386",
"Greenland","GRL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20472.4556673559","21178.8724402694","20628.5739839402","20092.0955053659","21619.3510848686","22772.5642046708","23502.0727206909","24215.21634684","26340.0521696512","27080.861127791","29616.1597427886","30561.7998286959","30618.0027855733","32516.0413742949","35604.3390646877","38527.0850327204","42039.7937935486","44366.4315156047","48203.123064415","48924.7640849636","50190.8817880429","50653.0585916924","52389.325351824","52893.6503558212","56555.0690671219","55815.6502883612","58908.5907729314","60010.0982907298","61806.8271308174","64264.0564607393","64999.4435683064","69302.0088788237","75720.4298219323","78840.5978395988","",
"Guatemala","GTM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3329.59677072946","3472.76308818094","3626.11530302376","3756.26912805727","3886.33368451408","4055.4386529756","4143.14829389051","4287.43247775736","4437.12460774704","4556.92065212543","4714.96666200848","4821.54598486775","4969.25744944448","5081.38005585657","5263.446549119","5486.27776986281","5833.3869180176","6238.33976946504","6434.50703746094","6376.74106297933","6510.09980949963","6784.44712953621","7258.31667467883","7699.94541247252","8236.65929901849","8934.00261178396","9201.42836046353","9560.17783462724","9946.80252245268","10755.8801029589","10947.3711292197","11825.141273764","13014.0153809826","13745.3631241794","14368.6605681815",
"Guam","GUM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3021.60951472208","3322.03615280097","3651.32451445501","4027.04772347017","4447.10079740591","4752.65240551821","5209.99477155294","5614.71289991481","5572.67440854641","5811.999707641","5859.91791902933","6131.2968302103","6303.90372199923","6392.33315799222","6672.82299438544","6761.1179841322","7345.94028212224","8110.02999896567","8436.51438442543","8824.48960162477","9336.59830212594","10066.0729753598","10626.8256674463","11199.8874744089","11145.0291198724","11408.473901349","11516.3798289577","12243.2225968541","12442.5087185876","13240.9713761155","16819.4228714695","22865.9270968882","39710.9695607531","54729.0365156366","80155.03939277",
"High income","HIC","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16851.3637860228","17436.988280852","17943.3263921428","18423.6794691751","19204.9008653042","20024.7040245542","20874.7660954728","21818.5147543091","22510.8286362186","23489.388673849","25055.7496973092","25964.2318179826","26896.5246440897","27948.3969369402","29615.6535409191","31231.7054489984","33584.346827527","35408.368568669","36732.9488838354","35760.6564921526","37235.8474389802","38983.4370342224","40134.8246818911","41554.2429828958","42613.0394147193","43123.453373821","44292.2275948738","46230.5905598548","48504.2308929099","50890.4429897905","49883.0457845747","55480.5272859401","61070.335714825","63460.3823965654","66462.646837477",
"Hong Kong SAR, China","HKG","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18251.7185788383","19780.1548469616","21312.6006166936","22776.105346348","24117.2620499308","24713.1954269103","25098.1950233633","26610.5664720712","25116.086352046","25861.8167738082","28224.5090219727","28808.8079174675","29609.7666883704","31178.6830095146","34532.2491577194","38079.5726781956","41745.5016249309","45257.6516105824","46830.2384798239","45861.4775210139","49197.6469338098","52277.4664432843","52149.6812694206","53517.419549888","54514.9268059819","56043.042695697","56761.4824132224","59260.9131761938","60900.2752924537","61221.4195400701","58187.4764072535","65884.9376260603","68602.1257900473","71512.3193551161","75195.9865970615",
